symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
2090,National Gypsum Co.,NGC,NGC,Materials,2003-02-03,2003-03-06,2003-04-01,10,By Mail
3060,Yanbu Cement Co.,YCC,YCC,Materials,2003-02-06,2003-03-05,2003-03-22,10,Personal Pickup
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2003-02-26,2003-03-23,2003-03-30,17,Personal Pickup
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2003-02-26,2003-04-05,2003-04-12,7,By Mail
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2003-03-03,2003-03-31,2003-04-07,12,Personal Pickup
3090,Tabuk Cement Co.,TCC,TCC,Materials,2003-03-03,2003-04-22,,5,Personal Pickup
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2003-03-06,2003-03-26,2003-03-31,20,By Mail
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2003-03-07,2003-04-26,2003-05-04,5,By Mail
3010,Arabian Cement Co.,ACC,ACC,Materials,2003-03-10,2003-04-07,2003-04-21,12.5,By Mail
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2003-03-11,2003-04-19,2003-04-26,30,Personal Pickup
4140,Saudi Industrial Export Co.,SIECO,SIECO,Capital Goods,2003-03-12,2003-04-23,2003-05-20,4.5,Personal Pickup
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2003-03-16,2003-04-21,2003-04-26,4,Personal Pickup
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2003-03-16,2003-04-14,2003-05-10,6,By Mail
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2003-03-19,2003-04-20,2003-04-21,2.5,By Mail
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2003-03-22,2003-04-19,2003-05-05,5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2003-03-26,2003-04-26,2003-05-19,3.5,Personal Pickup
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2003-03-31,2003-05-10,2003-06-08,2.5,By Mail
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2003-04-19,2003-07-20,,3,Personal Pickup
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2003-04-21,2003-06-03,2003-06-04,3.5,By Mail
6060,Ash-Sharqiyah Development Co.,SHARQIYAH DEV,SHARQIYAH DEV,Food & Beverages,2003-04-27,2003-05-21,2003-06-14,2.5,By Mail
1010,Riyad Bank,RIBL,RIBL,Banks,2003-06-15,2003-06-30,2003-07-09,8,Personal Pickup
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2003-06-24,2003-07-15,2003-08-02,7.5,By Mail
1060,Saudi British Bank,SABB,SABB,Banks,2003-06-30,2003-07-21,2003-08-06,9,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2003-07-05,2003-07-10,2003-07-19,7,By Mail
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2003-07-18,2003-08-07,2003-08-30,8,Personal Pickup
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2003-07-31,2003-09-24,2003-10-15,5,By Mail
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2003-09-02,2003-09-30,,2.5,Personal Pickup
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2003-10-04,2003-12-22,2003-12-24,12,By Mail
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2003-12-14,2004-02-11,2004-02-29,3,By Mail
1010,Riyad Bank,RIBL,RIBL,Banks,2003-12-15,2004-03-01,2004-03-09,9,Personal Pickup
1060,Saudi British Bank,SABB,SABB,Banks,2003-12-19,2004-02-23,2004-03-15,11,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2003-12-22,2004-02-26,2004-03-07,9.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2003-12-23,2004-02-29,2004-03-17,11,By Mail
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2003-12-25,2004-02-16,2004-02-23,6,Personal Pickup
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2003-12-29,2004-03-22,2004-03-29,6,By Mail
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2004-01-12,2004-05-04,2004-05-18,2.5,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2004-01-16,2004-04-25,,5,Personal Pickup
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2004-01-20,2004-03-07,2004-03-31,20,Personal Pickup
3010,Arabian Cement Co.,ACC,ACC,Materials,2004-01-21,2004-02-22,2004-03-08,13.5,By Mail
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2004-01-21,2004-02-18,2004-02-28,17,Personal Pickup
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2004-01-25,2004-02-21,2004-02-25,35,Personal Pickup
3060,Yanbu Cement Co.,YCC,YCC,Materials,2004-01-26,2004-03-21,2004-03-29,17.5,Personal Pickup
2090,National Gypsum Co.,NGC,NGC,Materials,2004-01-27,2004-03-21,2004-03-25,15,By Mail
4180,Fitaihi Holding Group,FITAIHI GROUP,FITAIHI GROUP,Consumer Durables & Apparel,2004-02-08,2004-04-21,2004-04-22,2.5,Personal Pickup
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2004-02-12,2004-03-20,2004-04-11,14,Personal Pickup
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2004-02-15,2004-03-16,2004-03-23,17.5,Personal Pickup
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2004-02-21,2004-04-03,2004-04-17,4,Personal Pickup
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2004-02-22,2004-03-28,2004-04-18,3,Personal Pickup
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2004-02-23,2004-04-07,2004-04-21,8,Personal Pickup
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2004-02-25,2004-03-31,2004-04-19,21.5,By Mail
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2004-02-25,2004-03-24,2004-03-31,7,By Mail
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2004-02-25,2004-03-30,2004-03-31,2.5,By Mail
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2004-02-28,2004-03-29,2004-03-30,2.75,By Mail
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2004-03-03,2004-04-18,2004-05-24,2.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2004-03-03,2004-03-23,2004-03-27,20.5,Personal Pickup
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2004-03-10,2004-04-10,2004-04-17,3,By Mail
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2004-03-13,2004-05-01,2004-05-15,6,By Mail
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2004-03-13,2004-04-10,2004-05-10,8,By Mail
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2004-03-15,2004-04-17,2004-05-01,12,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2004-03-17,2004-04-24,2004-05-24,3.5,Account Transfer
4140,Saudi Industrial Export Co.,SIECO,SIECO,Capital Goods,2004-03-19,2004-04-25,2004-05-25,2.5,Personal Pickup
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2004-03-24,2004-04-26,2004-05-01,30,Personal Pickup
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2004-03-27,2004-05-01,2004-05-10,3.5,Personal Pickup
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2004-03-31,2004-05-09,2004-05-29,2.5,Personal Pickup
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2004-04-06,2004-05-26,2004-07-14,2.5,Personal Pickup
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2004-04-17,2004-06-06,2004-06-19,5,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2004-04-17,2004-05-18,2004-05-25,3.5,By Mail
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2004-04-24,2004-05-10,2004-05-29,2.55,By Mail
4110,Batic Investments and Logistics Co.,BATIC,BATIC,Transportation,2004-05-26,2004-07-18,2004-09-25,7,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2004-06-13,2004-06-30,2004-07-10,5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2004-06-22,2004-06-30,2004-07-10,8,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2004-06-26,2004-06-30,2004-07-17,8,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2004-06-28,2004-07-06,2004-07-14,9,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2004-07-13,2004-07-13,2004-07-17,11,Personal Pickup
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2004-07-14,2004-07-22,2004-08-07,12,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2004-07-17,2004-07-22,2004-07-31,3,By Mail
4070,Tihama Advertising and Public Relations Co.,TAPRCO,TAPRCO,Media and Entertainment,2004-09-13,2004-09-13,2004-10-13,3,Personal Pickup
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2004-09-22,2004-12-12,2004-12-25,6,By Mail
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2004-10-25,2004-10-31,2004-12-04,7,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2004-10-26,2004-10-28,2004-11-01,3,By Mail
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2004-11-24,2005-02-26,2005-03-15,3,By Mail
3010,Arabian Cement Co.,ACC,ACC,Materials,2004-11-28,2004-12-15,2004-12-20,7,By Mail
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2004-12-12,2005-03-01,2005-03-12,6,Personal Pickup
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2004-12-12,2005-03-07,2005-03-16,12,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2004-12-13,2005-02-21,2005-02-22,10,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2004-12-13,2005-03-14,2005-03-21,10,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2004-12-19,2005-03-13,2005-03-26,4,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2004-12-21,2005-03-21,2005-03-26,3,Personal Pickup
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2004-12-26,2005-03-12,2005-03-15,35,Personal Pickup
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2004-12-27,2005-04-09,2005-04-23,5,Personal Pickup
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2004-12-28,2005-03-28,2005-04-06,10,By Mail
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2005-01-02,2005-04-12,2005-04-26,4,Account Transfer
4110,Batic Investments and Logistics Co.,BATIC,BATIC,Transportation,2005-01-09,2005-05-02,2005-05-30,4,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2005-01-12,2005-03-13,2005-04-02,17,By Mail
3010,Arabian Cement Co.,ACC,ACC,Materials,2005-01-12,2005-02-13,2005-02-27,9,By Mail
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2005-01-31,2005-03-28,2005-04-02,14,Personal Pickup
3060,Yanbu Cement Co.,YCC,YCC,Materials,2005-02-03,2005-03-17,2005-03-26,20,Personal Pickup
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2005-02-05,2005-03-12,2005-03-19,14,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2005-02-06,2005-03-06,2005-03-12,20,Personal Pickup
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2005-02-07,2005-03-15,2005-03-28,18,Personal Pickup
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2005-02-07,2005-03-16,2005-03-23,22,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2005-02-09,2005-04-13,2005-04-23,14,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2005-02-09,2005-03-19,2005-03-26,3,Personal Pickup
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2005-02-09,2005-03-27,2005-03-28,3,By Mail
3090,Tabuk Cement Co.,TCC,TCC,Materials,2005-02-16,2005-04-12,2005-04-27,7.5,Personal Pickup
4140,Saudi Industrial Export Co.,SIECO,SIECO,Capital Goods,2005-02-20,2005-04-05,2005-05-07,5,Personal Pickup
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2005-02-23,2005-03-23,2005-04-09,22,By Mail
4180,Fitaihi Holding Group,FITAIHI GROUP,FITAIHI GROUP,Consumer Durables & Apparel,2005-02-23,2005-04-02,2005-04-17,2.5,Account Transfer
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2005-02-23,2005-03-29,2005-04-23,5,Personal Pickup
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2005-02-23,2005-04-13,2005-04-23,5,Personal Pickup
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2005-02-26,2005-04-09,2005-04-23,6,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2005-02-26,2005-05-02,2005-05-21,3.5,Personal Pickup
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2005-03-05,2005-04-18,2005-04-27,8,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2005-03-06,2005-04-04,2005-04-05,3,By Mail
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2005-03-09,2005-04-16,2005-05-14,3.5,Personal Pickup
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2005-03-21,2005-04-16,2005-04-30,15,Personal Pickup
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2005-03-22,2005-04-25,2005-04-30,30,Personal Pickup
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2005-03-23,2005-04-21,2005-05-21,8,By Mail
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2005-03-23,2005-06-28,2005-07-16,4,Personal Pickup
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2005-03-28,2005-05-02,2005-05-25,5,Personal Pickup
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2005-03-30,2005-05-02,2005-05-16,2.5,Personal Pickup
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2005-04-17,2005-05-31,2005-06-14,6,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2005-05-04,2005-07-16,2005-07-23,3,By Mail
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2005-05-25,2005-06-28,2005-07-13,11.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2005-06-06,2005-06-30,2005-07-23,8,Personal Pickup
1080,Arab National Bank,ANB,ANB,Banks,2005-06-08,2005-06-30,2005-07-09,5,Personal Pickup
3010,Arabian Cement Co.,ACC,ACC,Materials,2005-06-12,2005-06-30,2005-07-23,8,By Mail
1010,Riyad Bank,RIBL,RIBL,Banks,2005-06-13,2005-06-30,2005-07-10,8,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2005-06-13,2005-07-07,2005-07-16,10,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2005-06-15,2005-06-30,2005-08-03,4,Personal Pickup
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2005-06-18,2005-06-30,2005-07-16,8,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2005-06-21,2005-06-30,2005-07-16,9,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2005-06-26,2005-07-16,2005-07-23,3,By Mail
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2005-07-05,2005-07-09,2005-07-16,12,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2005-07-05,2005-07-10,2005-07-17,5,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2005-07-06,2005-07-10,2005-07-17,5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2005-07-14,2005-07-21,2005-08-06,14,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2005-07-16,2005-07-16,2005-07-30,5,Account Transfer
4070,Tihama Advertising and Public Relations Co.,TAPRCO,TAPRCO,Media and Entertainment,2005-07-24,2005-09-26,2005-10-26,3,Personal Pickup
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2005-07-31,2005-11-30,2005-12-17,6,By Mail
4300,Dar Alarkan Real Estate Development Co.,DAR ALARKAN,DAR ALARKAN,"Real Estate Mgmt & Dev't",2005-08-03,2005-08-03,2005-08-05,15,Personal Pickup
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2005-10-05,2005-10-09,2005-10-23,5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2005-10-12,2005-10-20,2005-11-19,3,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2005-10-16,2005-10-20,2005-11-12,7,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2005-10-19,2006-03-21,2006-03-28,5,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2005-11-27,2006-03-06,2006-03-14,3,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2005-12-03,2005-12-25,2006-01-09,8,By Mail
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2005-12-10,2006-04-12,2006-05-01,21,Personal Pickup
1010,Riyad Bank,RIBL,RIBL,Banks,2005-12-12,2006-02-27,2006-03-06,8,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2005-12-12,2006-06-20,2006-06-27,0.6,Personal Pickup
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2005-12-13,2006-04-04,2006-05-13,0.5,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2005-12-17,2006-03-05,2006-03-18,5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2005-12-18,2006-03-12,2006-03-20,5,Personal Pickup
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2005-12-19,2006-04-22,2006-05-06,3,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2006-01-01,2006-04-01,2006-05-01,20,By Mail
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2006-01-18,2006-03-08,2006-03-25,23,By Mail
3010,Arabian Cement Co.,ACC,ACC,Materials,2006-01-23,2006-02-19,2006-03-05,12,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2006-01-25,2006-03-04,2006-03-18,5,Account Transfer
6090,Jazan Energy and Development Co.,JAZADCO,JAZADCO,Food & Beverages,2006-01-29,2006-03-29,2006-05-29,2.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2006-01-29,2006-04-11,2006-04-24,2,Account Transfer
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2006-01-30,2006-03-22,2006-04-15,6,Personal Pickup
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2006-01-30,2006-04-15,2006-05-03,0.6,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2006-02-01,2006-03-28,2006-04-17,5,Personal Pickup
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2006-02-01,2006-03-04,2006-03-25,30,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2006-02-12,2006-03-29,2006-04-05,5,Personal Pickup
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2006-02-12,2006-03-12,2006-03-20,5,Personal Pickup
3060,Yanbu Cement Co.,YCC,YCC,Materials,2006-02-13,2006-03-26,2006-04-10,15,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2006-02-13,2006-03-26,2006-04-05,20,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2006-02-14,2006-03-20,2006-03-29,9,Personal Pickup
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2006-02-19,2006-04-08,2006-05-06,1.2,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2006-02-28,2006-03-27,2006-04-10,10,Account Transfer
4110,Batic Investments and Logistics Co.,BATIC,BATIC,Transportation,2006-02-28,2006-04-24,2006-06-11,0.8,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2006-02-28,2006-04-15,2006-05-01,1.9,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2006-03-01,2006-05-01,2006-06-15,1,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2006-03-01,2006-03-28,2006-04-03,30,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2006-03-04,2006-05-01,2006-05-06,0.8,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2006-03-04,2006-04-08,2006-04-29,1.2,Personal Pickup
3090,Tabuk Cement Co.,TCC,TCC,Materials,2006-03-05,2006-04-11,2006-04-30,10,Personal Pickup
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2006-03-05,2006-04-22,2006-05-15,0.7,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2006-03-08,2006-04-05,2006-04-26,0.8,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2006-03-11,2006-04-19,2006-05-16,3,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2006-03-15,2006-04-19,2006-05-15,1,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2006-04-16,2006-04-27,2006-05-08,1.25,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2006-05-23,2006-05-31,2006-06-20,0.25,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2006-06-12,2006-06-30,2006-07-10,1.6,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2006-06-15,2006-06-30,2006-07-22,1.2,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2006-06-20,2006-06-30,2006-07-22,2.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2006-06-24,2006-06-30,2006-07-25,2,Personal Pickup
1080,Arab National Bank,ANB,ANB,Banks,2006-06-26,2006-06-29,2006-07-08,1,Personal Pickup
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2006-06-29,2006-07-22,2006-08-15,0.5,Personal Pickup
1060,Saudi British Bank,SABB,SABB,Banks,2006-07-03,2006-07-15,2006-07-23,1.5,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2006-07-05,2006-07-12,2006-07-26,1.5,Account Transfer
4300,Dar Alarkan Real Estate Development Co.,DAR ALARKAN,DAR ALARKAN,"Real Estate Mgmt & Dev't",2006-07-05,2006-07-05,2006-07-07,15,Personal Pickup
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2006-07-06,2006-11-15,2006-12-23,1.2,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2006-07-12,2006-07-12,2006-08-12,0.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2006-07-17,2006-07-31,2006-08-21,1.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2006-07-18,2006-07-26,2006-08-12,1.5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2006-07-23,2006-10-11,2006-11-11,0.25,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2006-10-29,2007-04-30,2007-05-05,2,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2006-10-31,2006-11-08,2006-11-20,1.5,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2006-11-03,2006-04-19,2006-05-16,0.6,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2006-11-13,2006-11-15,2006-12-06,0.25,Account Transfer
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2006-11-15,2007-02-26,2007-04-04,1.2,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2006-12-11,2007-02-26,2007-03-05,1.6,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2006-12-12,2007-03-26,2007-04-07,3,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2006-12-12,2007-01-06,2007-05-16,1,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2006-12-17,2007-03-24,2007-04-01,0.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2006-12-18,2007-03-31,2007-04-14,2.5,Account Transfer
