symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2020-03-31,2020-09-30,2020-10-15,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2020-03-31,2020-06-30,2020-07-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2020-03-31,2020-03-31,2020-04-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2020-03-31,2020-12-31,,0.125,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2020-04-01,2020-04-15,2020-05-03,0.187,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2020-04-01,2020-04-23,2020-05-14,0.65,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2020-04-01,2020-05-14,2020-06-07,1,Account Transfer
4320,Alandalus Property Co.,ALANDALUS,ALANDALUS,"Real Estate Mgmt & Dev't",2020-04-01,2020-05-14,2020-06-10,1,Account Transfer
4330,Riyad REIT Fund,RIYAD REIT,RIYAD REIT,REITs,2020-04-05,2020-04-12,2020-05-03,0.25,Account Transfer
4344,SEDCO Capital REIT Fund,SEDCO CAPITAL REIT,SEDCO CAPITAL REIT,REITs,2020-04-07,2020-04-09,2020-04-30,0.1525,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2020-04-15,2020-04-19,2020-05-07,0.16,Account Transfer
4345,Alinma Retail REIT Fund,ALINMA RETAIL REIT,ALINMA RETAIL REIT,REITs,2020-04-16,2020-04-26,2020-05-13,0.43,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2020-04-16,2020-06-30,2020-07-14,0.5,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2020-04-20,2020-06-15,2020-07-01,0.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2020-04-21,2020-04-28,2020-05-19,1,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2020-04-21,2020-06-02,2020-06-16,0.7,Account Transfer
4342,Jadwa REIT Saudi Fund,JADWA REIT SAUDI,JADWA REIT SAUDI,REITs,2020-05-04,2020-05-11,2020-06-09,0.18,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2020-05-04,2020-05-05,2020-05-19,1,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2020-05-06,2020-06-16,2020-07-05,2.5,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2020-05-11,2020-07-09,2020-07-26,1.25,Account Transfer
2222,Saudi Arabian Oil Co.,SAUDI ARAMCO,SAUDI ARAMCO,Energy,2020-05-12,2020-05-21,2020-06-18,0.3518,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2020-05-14,2020-06-21,2020-07-05,1,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2020-05-14,2020-06-22,2020-07-05,1,Account Transfer
4347,Bonyan REIT Fund,BONYAN REIT,BONYAN REIT,REITs,2020-05-19,2020-05-19,2020-06-15,0.1228,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2020-06-10,2020-06-15,2020-06-25,1.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2020-06-11,2020-06-15,2020-06-24,1.7,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2020-06-17,2020-09-03,2020-09-20,1.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2020-06-24,2020-06-30,2020-07-23,0.65,Account Transfer
4013,Dr. Sulaiman Al Habib Medical Services Group,SULAIMAN ALHABIB,SULAIMAN ALHABIB,Health Care Equipment & Svc,2020-06-28,2020-07-02,2020-07-20,0.5,Account Transfer
4335,Musharaka REIT Fund,MUSHARAKA REIT,MUSHARAKA REIT,REITs,2020-07-02,2020-07-09,2020-07-28,0.35,Account Transfer
4344,SEDCO Capital REIT Fund,SEDCO CAPITAL REIT,SEDCO CAPITAL REIT,REITs,2020-07-02,2020-07-06,2020-08-11,0.1525,Account Transfer
7200,Al Moammar Information Systems Co.,MIS,MIS,Software & Services,2020-07-05,2020-07-21,2020-09-16,1,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2020-07-06,2020-07-15,2020-08-10,0.09,Account Transfer
4336,Mulkia Gulf Real Estate REIT,MULKIA REIT,MULKIA REIT,REITs,2020-07-12,2020-07-14,2020-08-06,0.1,Account Transfer
1182,Amlak International Finance Co.,AMLAK,AMLAK,Banks,2020-07-13,2020-09-30,2020-10-11,0.75,Account Transfer
4321,Arabian Centres Co.,CENOMI CENTERS,CENOMI CENTERS,"Real Estate Mgmt & Dev't",2020-07-14,2020-07-16,2020-07-27,0.5,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2020-07-15,2020-07-19,2020-08-17,0.16,Account Transfer
4337,SICO Saudi REIT Fund,SICO SAUDI REIT,SICO SAUDI REIT,REITs,2020-07-15,2020-07-21,2020-08-17,0.1,Account Transfer
4191,Abdullah Saad Mohammed Abo Moati for Bookstores Co.,ABO MOATI,ABO MOATI,Retailing,2020-07-15,2020-09-09,2020-09-22,0.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2020-07-16,2020-08-06,2020-08-20,0.5,Account Transfer
4012,Thob Al Aseel Co.,ALASEEL,ALASEEL,Consumer Durables & Apparel,2020-07-20,2020-09-14,2020-09-27,1,Account Transfer
4003,United Electronics Co.,EXTRA,EXTRA,Retailing,2020-07-20,2020-08-09,2020-08-23,1,Account Transfer
4348,Alkhabeer REIT Fund,ALKHABEER REIT,ALKHABEER REIT,REITs,2020-07-22,2020-07-28,2020-09-17,0.2,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2020-07-22,2020-07-28,2020-08-25,1,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2020-07-22,2020-09-13,2020-10-04,0.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2020-07-23,2020-08-09,2020-08-23,2.25,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2020-07-23,2020-09-30,2020-10-08,1,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2020-07-23,2020-07-28,2020-08-20,0.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2020-07-26,2020-08-10,2020-08-26,1,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2020-07-26,2020-08-16,2020-08-30,0.5,Account Transfer
4342,Jadwa REIT Saudi Fund,JADWA REIT SAUDI,JADWA REIT SAUDI,REITs,2020-07-28,2020-08-09,2020-08-27,0.18,Account Transfer
3005,Umm Al-Qura Cement Co.,UACC,UACC,Materials,2020-07-28,2020-08-27,2020-09-10,0.3,Account Transfer
4340,Al Rajhi REIT Fund,Al RAJHI REIT,Al RAJHI REIT,REITs,2020-08-06,2020-08-11,2020-08-27,0.28,Account Transfer
2222,Saudi Arabian Oil Co.,SAUDI ARAMCO,SAUDI ARAMCO,Energy,2020-08-09,2020-08-11,2020-08-31,0.3518,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2020-08-11,2020-08-17,2020-08-26,1.7,Account Transfer
4013,Dr. Sulaiman Al Habib Medical Services Group,SULAIMAN ALHABIB,SULAIMAN ALHABIB,Health Care Equipment & Svc,2020-08-16,2020-08-20,2020-09-06,0.4,Account Transfer
4338,AlAhli REIT Fund 1,ALAHLI REIT 1,ALAHLI REIT 1,REITs,2020-08-17,2020-08-18,2020-08-31,0.125,Account Transfer
2120,Saudi Advanced Industries Co.,SAIC,SAIC,Diversified Financials,2020-08-19,2020-08-30,2020-09-15,0.25,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2020-08-20,2020-08-27,2020-09-10,0.5,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2020-08-23,2020-08-25,2020-09-09,1,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2020-08-23,2020-09-03,2020-09-10,3,Account Transfer
4330,Riyad REIT Fund,RIYAD REIT,RIYAD REIT,REITs,2020-08-26,2020-09-03,2020-09-28,0.2,Account Transfer
3004,Northern Region Cement Co.,NORTHERN CEMENT,NORTHERN CEMENT,Materials,2020-08-30,2020-09-03,2020-09-27,0.25,Account Transfer
1831,Maharah Human Resources Co.,MAHARAH,MAHARAH,Commercial & Professional Svc,2020-09-02,2020-09-06,2020-09-22,2.25,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2020-09-16,2020-09-27,2020-10-08,1,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2020-09-21,2020-10-05,2020-10-22,1,Account Transfer
3002,Najran Cement Co.,NAJRAN CEMENT,NAJRAN CEMENT,Materials,2020-09-24,2020-10-01,2020-10-15,0.75,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2020-09-29,2020-10-20,2020-11-09,0.65,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2020-10-01,2020-10-15,2020-11-15,0.204,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2020-10-07,2020-10-11,2020-10-28,0.16,Account Transfer
4331,AlJazira REIT,ALJAZIRA REIT,ALJAZIRA REIT,REITs,2020-10-12,2020-10-15,2020-10-29,0.3,Account Transfer
4344,SEDCO Capital REIT Fund,SEDCO CAPITAL REIT,SEDCO CAPITAL REIT,REITs,2020-10-14,2020-10-18,2020-11-10,0.125,Account Transfer
4336,Mulkia Gulf Real Estate REIT,MULKIA REIT,MULKIA REIT,REITs,2020-10-15,2020-10-19,2020-11-04,0.1,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2020-10-21,2020-10-28,2020-11-18,1,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2020-10-25,2020-11-10,2020-11-25,0.4,Account Transfer
4013,Dr. Sulaiman Al Habib Medical Services Group,SULAIMAN ALHABIB,SULAIMAN ALHABIB,Health Care Equipment & Svc,2020-10-25,2020-10-29,2020-11-15,0.6,Account Transfer
4292,Ataa Educational Co.,ATAA,ATAA,Consumer Services,2020-10-26,2021-01-11,2021-01-26,1,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2020-10-27,2020-11-03,2020-11-18,0.4,Account Transfer
4348,Alkhabeer REIT Fund,ALKHABEER REIT,ALKHABEER REIT,REITs,2020-10-29,2020-10-29,2020-12-10,0.15,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2020-11-01,2020-11-03,2020-11-22,1.25,Account Transfer
4342,Jadwa REIT Saudi Fund,JADWA REIT SAUDI,JADWA REIT SAUDI,REITs,2020-11-02,2020-11-08,2020-11-26,0.18,Account Transfer
2222,Saudi Arabian Oil Co.,SAUDI ARAMCO,SAUDI ARAMCO,Energy,2020-11-03,2020-11-09,2020-11-30,0.3518,Account Transfer
4347,Bonyan REIT Fund,BONYAN REIT,BONYAN REIT,REITs,2020-11-04,2020-11-05,2020-11-25,0.2763,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2020-11-04,2020-11-09,2020-11-18,2.1,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2020-11-08,2020-11-11,2020-11-25,1,Account Transfer
4161,BinDawood Holding Co.,BINDAWOOD,BINDAWOOD,Food & Staples Retailing,2020-11-10,2020-11-19,2020-11-30,2,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2020-11-11,2020-11-30,2020-12-14,1,Account Transfer
4180,Fitaihi Holding Group,FITAIHI GROUP,FITAIHI GROUP,Consumer Durables & Apparel,2020-11-11,2020-11-17,2020-12-07,0.2,Account Transfer
4291,National Company for Learning and Education,NCLE,NCLE,Consumer Services,2020-11-22,2021-01-13,2021-01-24,0.8,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2020-12-13,2021-02-28,2021-03-15,1.25,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2020-12-15,2021-04-11,2021-04-25,1,Account Transfer
2310,Sahara International Petrochemical Co.,SIPCHEM,SIPCHEM,Materials,2020-12-15,2020-12-24,2021-01-06,0.5,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2020-12-15,2021-04-13,2021-04-21,1,Account Transfer
4004,Dallah Healthcare Co.,DALLAH HEALTH,DALLAH HEALTH,Health Care Equipment & Svc,2020-12-15,2020-12-24,2020-12-28,0.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2020-12-16,2021-04-13,2021-05-03,1.5,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2020-12-17,2021-05-23,2021-06-06,0.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2020-12-17,2021-03-29,2021-04-15,0.5,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2020-12-22,2020-12-31,2021-01-14,0.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2020-12-22,2021-03-30,2021-04-20,0.65,Account Transfer
1304,Al Yamamah Steel Industries Co.,ALYAMAMAH STEEL,ALYAMAMAH STEEL,Materials,2020-12-23,2021-02-15,2021-02-25,1,Account Transfer
1832,Sadr Logistics Co.,SADR,SADR,Commercial & Professional Svc,2020-12-23,2021-04-27,2021-05-20,0.5,Account Transfer
4344,SEDCO Capital REIT Fund,SEDCO CAPITAL REIT,SEDCO CAPITAL REIT,REITs,2020-12-24,2020-12-28,2021-01-21,0.125,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2020-12-24,2021-03-30,2021-04-14,1.25,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2020-12-24,2021-01-27,2021-02-11,0.25,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2020-12-28,2021-02-03,2021-02-21,1.5,Account Transfer
4321,Arabian Centres Co.,CENOMI CENTERS,CENOMI CENTERS,"Real Estate Mgmt & Dev't",2020-12-30,2021-01-04,2021-01-14,0.5,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2020-12-31,2021-01-21,2021-02-09,1,Account Transfer
4335,Musharaka REIT Fund,MUSHARAKA REIT,MUSHARAKA REIT,REITs,2021-01-03,2021-01-10,2021-01-20,0.3,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2021-01-03,2021-01-14,2021-02-14,0.204,Account Transfer
7200,Al Moammar Information Systems Co.,MIS,MIS,Software & Services,2021-01-04,2021-01-07,2021-01-20,1.1,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2021-01-05,2021-01-06,2021-01-25,3,Account Transfer
4333,Taleem REIT Fund,TALEEM REIT,TALEEM REIT,REITs,2021-01-17,2021-01-19,2021-02-07,0.16,Account Transfer
4336,Mulkia Gulf Real Estate REIT,MULKIA REIT,MULKIA REIT,REITs,2021-01-18,2021-01-20,2021-02-08,0.1,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2021-01-19,2021-04-14,2021-04-28,1,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2021-01-21,2021-04-26,2021-05-24,1,Account Transfer
4342,Jadwa REIT Saudi Fund,JADWA REIT SAUDI,JADWA REIT SAUDI,REITs,2021-01-25,2021-01-31,2021-02-18,0.19,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2021-01-27,2021-04-28,2021-05-24,0.75,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2021-01-28,2021-04-26,2021-05-09,1,Account Transfer
4348,Alkhabeer REIT Fund,ALKHABEER REIT,ALKHABEER REIT,REITs,2021-01-31,2021-02-16,2021-03-30,0.125,Account Transfer
4340,Al Rajhi REIT Fund,Al RAJHI REIT,Al RAJHI REIT,REITs,2021-02-01,2021-02-09,2021-02-25,0.28,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2021-02-03,2021-04-07,2021-04-19,2,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2021-02-04,2021-02-04,2021-02-21,1.2,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2021-02-07,2021-04-29,2021-05-10,1.25,Account Transfer
4338,AlAhli REIT Fund 1,ALAHLI REIT 1,ALAHLI REIT 1,REITs,2021-02-08,2021-02-11,2021-02-25,0.325,Account Transfer
3001,Hail Cement Co.,HCC,HCC,Materials,2021-02-08,2021-03-22,2021-04-05,0.5,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2021-02-17,2021-02-21,2021-03-03,1,Account Transfer
4013,Dr. Sulaiman Al Habib Medical Services Group,SULAIMAN ALHABIB,SULAIMAN ALHABIB,Health Care Equipment & Svc,2021-02-21,2021-04-21,2021-05-05,0.6,Account Transfer
3007,Zahrat Al Waha for Trading Co.,OASIS,OASIS,Materials,2021-02-25,2021-04-26,2021-06-01,1,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2021-02-25,2021-04-29,2021-05-09,2.5,Account Transfer
3002,Najran Cement Co.,NAJRAN CEMENT,NAJRAN CEMENT,Materials,2021-02-28,2021-03-31,2021-04-13,0.75,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2021-02-28,2021-03-07,2021-03-21,0.5,Account Transfer
2190,Saudi Industrial Services Co.,SISCO,SISCO,Transportation,2021-02-28,2021-05-05,2021-05-31,0.8,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2021-02-28,2021-03-23,2021-04-06,0.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2021-03-01,2021-04-11,2021-05-02,1.25,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2021-03-01,2021-03-29,2021-04-06,1,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2021-03-02,2021-05-05,2021-05-31,0.4,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2021-03-03,2021-04-11,2021-04-25,2.5,Account Transfer
1150,Alinma Bank,ALINMA,ALINMA,Banks,2021-03-03,2021-04-07,2021-04-21,0.3,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2021-03-04,2021-04-21,2021-05-10,0.75,Account Transfer
4051,Baazeem Trading Co.,BAAZEEM,BAAZEEM,Retailing,2021-03-04,2021-04-22,2021-05-07,1.75,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2021-03-04,2021-04-21,2021-05-02,0.4,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2021-03-04,2021-03-30,2021-04-12,0.4,Account Transfer
4320,Alandalus Property Co.,ALANDALUS,ALANDALUS,"Real Estate Mgmt & Dev't",2021-03-04,2021-06-01,2021-06-13,0.5,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2021-03-07,2021-04-11,2021-04-28,2.5,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2021-03-07,2021-03-21,2021-04-04,0.6,Account Transfer
4180,Fitaihi Holding Group,FITAIHI GROUP,FITAIHI GROUP,Consumer Durables & Apparel,2021-03-07,2021-03-11,2021-03-31,0.2,Account Transfer
3004,Northern Region Cement Co.,NORTHERN CEMENT,NORTHERN CEMENT,Materials,2021-03-09,2021-03-14,2021-03-28,0.25,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2021-03-09,2021-04-25,2021-05-10,1,Account Transfer
3005,Umm Al-Qura Cement Co.,UACC,UACC,Materials,2021-03-10,2021-04-28,2021-05-10,0.4,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2021-03-11,2021-04-11,2021-04-20,0.75,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2021-03-11,2021-04-18,2021-05-06,0.65,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2021-03-14,2021-03-28,2021-04-11,0.75,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2021-03-14,2021-03-25,2021-04-01,3,Account Transfer
4334,AL Maather REIT Fund,AL MAATHER REIT,AL MAATHER REIT,REITs,2021-03-15,2021-03-16,2021-03-30,0.39,Account Transfer
1303,Electrical Industries Co.,EIC,EIC,Capital Goods,2021-03-17,2021-04-26,2021-05-09,0.5,Account Transfer
1831,Maharah Human Resources Co.,MAHARAH,MAHARAH,Commercial & Professional Svc,2021-03-17,2021-03-21,2021-04-05,2,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2021-03-17,2021-03-22,2021-03-31,2.35,Account Transfer
4003,United Electronics Co.,EXTRA,EXTRA,Retailing,2021-03-18,2021-03-25,2021-04-12,2,Account Transfer
2222,Saudi Arabian Oil Co.,SAUDI ARAMCO,SAUDI ARAMCO,Energy,2021-03-21,2021-03-22,2021-03-31,0.3518,Account Transfer
4330,Riyad REIT Fund,RIYAD REIT,RIYAD REIT,REITs,2021-03-22,2021-03-28,2021-04-18,0.25,Account Transfer
4004,Dallah Healthcare Co.,DALLAH HEALTH,DALLAH HEALTH,Health Care Equipment & Svc,2021-03-23,2021-03-28,2021-04-11,0.25,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2021-03-23,2021-05-30,2021-06-16,1,Account Transfer
2120,Saudi Advanced Industries Co.,SAIC,SAIC,Diversified Financials,2021-03-23,2021-06-23,2021-07-05,0.25,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2021-03-25,2021-04-26,2021-05-24,1,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2021-03-28,2021-06-16,2021-07-05,0.2,Account Transfer
4005,National Medical Care Co.,CARE,CARE,Health Care Equipment & Svc,2021-03-28,2021-05-27,2021-06-16,1,Account Transfer
4007,Al Hammadi Holding,ALHAMMADI,ALHAMMADI,Health Care Equipment & Svc,2021-03-28,2021-05-19,2021-05-31,0.5,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2021-03-30,2021-05-05,2021-05-23,0.6,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2021-03-30,2021-05-25,2021-06-13,0.25,Account Transfer
1182,Amlak International Finance Co.,AMLAK,AMLAK,Banks,2021-03-30,2021-05-24,2021-06-01,0.8,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2021-03-30,2021-04-27,2021-05-20,0.7,Account Transfer
4346,MEFIC REIT Fund,MEFIC REIT,MEFIC REIT,REITs,2021-03-31,2021-04-15,2021-05-06,0.15,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2021-03-31,2021-05-20,2021-05-31,0.65,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2021-03-31,2021-12-30,2022-01-16,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2021-03-31,2021-09-30,2021-10-17,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2021-03-31,2021-06-30,2021-07-15,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2021-03-31,2021-04-01,2021-04-18,0.125,Account Transfer
4339,Derayah REIT Fund,DERAYAH REIT,DERAYAH REIT,REITs,2021-04-01,2021-04-15,2021-05-13,0.18,Account Transfer
4344,SEDCO Capital REIT Fund,SEDCO CAPITAL REIT,SEDCO CAPITAL REIT,REITs,2021-04-01,2021-04-05,2021-06-03,0.1525,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2021-04-04,2021-05-06,2021-05-23,0.8,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2021-04-06,2021-04-29,2021-05-09,0.8,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2021-04-08,2021-05-26,2021-06-14,0.5,Account Transfer
4336,Mulkia Gulf Real Estate REIT,MULKIA REIT,MULKIA REIT,REITs,2021-04-13,2021-04-15,2021-04-29,0.13,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2021-04-22,2021-05-04,2021-05-31,1,Account Transfer
4013,Dr. Sulaiman Al Habib Medical Services Group,SULAIMAN ALHABIB,SULAIMAN ALHABIB,Health Care Equipment & Svc,2021-04-25,2021-04-29,2021-05-18,0.7,Account Transfer
8210,Bupa Arabia for Cooperative Insurance Co.,BUPA ARABIA,BUPA ARABIA,Insurance,2021-04-25,2021-06-24,2021-07-08,3.4,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2021-04-28,2021-06-22,2021-07-06,0.5,Account Transfer
4321,Arabian Centres Co.,CENOMI CENTERS,CENOMI CENTERS,"Real Estate Mgmt & Dev't",2021-04-28,2021-07-01,2021-07-15,0.75,Account Transfer
4348,Alkhabeer REIT Fund,ALKHABEER REIT,ALKHABEER REIT,REITs,2021-04-29,2021-05-20,2021-07-01,0.125,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2021-05-02,2021-05-04,2021-05-30,1.1,Account Transfer
2222,Saudi Arabian Oil Co.,SAUDI ARAMCO,SAUDI ARAMCO,Energy,2021-05-04,2021-05-10,2021-06-02,0.3518,Account Transfer
